date,iterations,/cluster count,/cluster avg_time,/cluster min_time,/cluster max_time,/consistencygroup count,/consistencygroup avg_time,/consistencygroup min_time,/consistencygroup max_time,/logicalgroup count,/logicalgroup avg_time,/logicalgroup min_time,/logicalgroup max_time,/jobstatus count,/jobstatus avg_time,/jobstatus min_time,/jobstatus max_time,/application count,/application avg_time,/application min_time,/application max_time,/slt count,/slt avg_time,/slt min_time,/slt max_time,/slp count,/slp avg_time,/slp min_time,/slp max_time,/host count,/host avg_time,/host min_time,/host max_time,/user count,/user avg_time,/user min_time,/user max_time,/role count,/role avg_time,/role min_time,/role max_time,/org count,/org avg_time,/org min_time,/org max_time,/diskpool count,/diskpool avg_time,/diskpool min_time,/diskpool max_time,/backup count,/backup avg_time,/backup min_time,/backup max_time
1528832349.489439,10,3,48.218593788146975,48.18137884140015,48.258625984191895,2,0.04680302143096924,0.0416407585144043,0.05411982536315918,4,0.03645710945129395,0.0289461612701416,0.042582035064697266,50,0.08802573680877686,0.08256220817565918,0.09343981742858887,186,0.3825345039367676,0.308074951171875,0.44993114471435547,45,0.0607943058013916,0.052429914474487305,0.08572697639465332,16,0.054675960540771486,0.04355669021606445,0.07193922996520996,1000,0.1324071168899536,0.11120486259460449,0.19118213653564453,29,0.031769180297851564,0.02381587028503418,0.04872918128967285,15,0.031525826454162596,0.021440982818603516,0.050457000732421875,13,0.027359986305236818,0.020124197006225586,0.03980898857116699,21,0.07240529060363769,0.06476211547851562,0.09359574317932129,131,0.3844576358795166,0.3334789276123047,0.4809417724609375
